level_0,index,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal_x,cardType_x,isOwnGoal_x,cumulative_mins,isGoal_y,cardType_y,isOwnGoal_y,x1_bin_xT,y1_bin_xT,x2_bin_xT,y2_bin_xT,start_zone_value_xT,end_zone_value_xT,xT,teamName,oppositionTeamName,shirtNo,name,position,isFirstEleven,prog_pass,prog_carry,pass_or_carry_angle,shortName,possession_id,possession_team
1819,1820,779.0,90.0,8.0,15,71.08500000000001,50.11600000000001,96.0,SecondHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.15'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '71.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '86.3'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,369430.0,74.97000000000001,58.684000000000005,,,,,,,,,,,96.11666666666667,,,,8.0,5.0,8.0,7.0,0.0241224,0.02122129,-0.0029011099999999984,Chelsea,Man City,8.0,Enzo Fernandez,AMC,True,-1.3235428152572553,0.0,65.60896944202726,E. Fernandez,106.0,Chelsea
1820,1821,780.0,90.0,10.0,15,74.97000000000001,58.344,96.0,SecondHalf,Pass,Unsuccessful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '73.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.99'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '75.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.3'}]","[91, 120, 29, 36, 38, 217, 218]",True,434077.0,76.965,51.34,,,,,,,,,,,96.15,,,,,,,,,,,Chelsea,Man City,40.0,Renato Veiga,Sub,,5.693699306366021,0.0,-74.10107356187957,R. Veiga,106.0,Chelsea
1821,1822,813.0,90.0,10.0,167,29.294999999999998,12.172,96.0,SecondHalf,Interception,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 101, 56]",True,331254.0,,,,,,,,,,,,,96.15,,,,,,,,,,,Man City,Chelsea,47.0,Phil Foden,Sub,,0.0,0.0,,P. Foden,107.0,Man City
1822,1823,814.0,90.0,11.0,167,30.135,17.0,96.0,SecondHalf,BallRecovery,Successful,[],[93],False,93894.0,,,,,,,,,,,,,96.16666666666667,,,,,,,,,,,Man City,Chelsea,8.0,Mateo Kovacic,DMC,True,0.0,0.0,,M. Kovacic,107.0,Man City
1823,1824,815.0,90.0,12.0,167,30.135,17.0,96.0,SecondHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '14.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '15.1'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.56'}]","[91, 117, 30, 35, 38, 215, 218]",True,93894.0,15.015,10.268,,,,,,,,,,,96.18333333333334,,,,3.0,1.0,1.0,1.0,0.0105949,0.00878589,-0.0018090100000000015,Man City,Chelsea,8.0,Mateo Kovacic,DMC,True,-16.29096930259368,0.0,-155.9995500463166,M. Kovacic,107.0,Man City
1824,1825,816.0,90.0,14.0,167,15.015,10.268,96.0,SecondHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '18.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.06'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '25.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 37, 215, 218]",True,136741.0,18.900000000000002,17.272000000000002,,,,,,,,,,,96.21666666666667,,,,1.0,1.0,2.0,1.0,0.00878589,0.00942382,0.0006379300000000001,Man City,Chelsea,20.0,Bernardo Silva,AMC,True,5.351896930070012,0.0,60.98361114698976,B. Silva,107.0,Man City
1825,1826,817.0,90.0,14.0,167,18.900000000000002,17.272000000000002,96.0,SecondHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.50'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '31.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '4.8'}]","[91, 117, 30, 36, 38, 215, 218]",True,444791.0,32.865,3.2640000000000002,,,,,,,,,,,96.21666666666667,,,,1.0,2.0,3.0,0.0,0.00977745,0.00977659,-8.600000000000968e-07,Man City,Chelsea,82.0,Rico Lewis,DMC,True,9.299750819977035,0.0,-45.088074807081775,R. Lewis,107.0,Man City
1826,1827,818.0,90.0,17.0,167,35.49,4.488,96.0,SecondHalf,Foul,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '781'}, {'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 63]",True,331254.0,,,,,,,,,,,,,96.26666666666667,,,,,,,,,,,Man City,Chelsea,47.0,Phil Foden,Sub,,0.0,0.0,,P. Foden,107.0,Man City
1827,1828,781.0,90.0,17.0,15,69.51,63.51200000000001,96.0,SecondHalf,Foul,Unsuccessful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '818'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 13, 'displayName': 'Foul'}}]",[64],False,434077.0,,,,,,,,,,,,,96.26666666666667,,,,,,,,,,,Chelsea,Man City,40.0,Renato Veiga,Sub,,0.0,0.0,,R. Veiga,107.0,Man City
1828,1829,819.0,90.0,59.0,167,32.025,5.304,96.0,SecondHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '6.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '41.3'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '69.8'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.27'}, {'type': {'value': 5, 'displayName': 'FreekickTaken'}}]","[91, 119, 117, 127, 132, 205, 36, 38, 217, 218]",True,121774.0,73.29,4.692,,,,,,,,,,,96.96666666666667,,,,3.0,0.0,8.0,0.0,0.00977659,0.02122129,0.0114447,Man City,Chelsea,31.0,Ederson,GK,True,35.2346956682556,0.0,-0.8496897240089322,Ederson,107.0,Man City
1829,1830,820.0,91.0,2.0,167,73.5,4.488,97.0,SecondHalf,Aerial,Successful,"[{'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '782'}]","[197, 199]",False,315227.0,,,,,,,,,,,,,97.01666666666667,,,,,,,,,,,Man City,Chelsea,9.0,Erling Haaland,FW,True,0.0,0.0,,E. Haaland,107.0,Man City
1830,1831,782.0,91.0,2.0,15,31.5,63.51200000000001,97.0,SecondHalf,Aerial,Unsuccessful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '820'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[198, 200]",False,434077.0,,,,,,,,,,,,,97.01666666666667,,,,,,,,,,,Chelsea,Man City,40.0,Renato Veiga,Sub,,0.0,0.0,,R. Veiga,108.0,Chelsea
1831,1832,821.0,91.0,3.0,167,73.29,4.692,97.0,SecondHalf,Pass,Unsuccessful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.40'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '14.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '70.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '4.9'}]","[91, 120, 29, 139, 36, 37, 217, 218]",True,315227.0,74.13,9.520000000000001,,,,,,,,,,,97.03333333333333,,,,,,,,,,,Man City,Chelsea,9.0,Erling Haaland,FW,True,3.781343192550544,0.0,80.13018649914368,E. Haaland,108.0,Chelsea
1832,1833,783.0,91.0,4.0,15,31.395,60.928,97.0,SecondHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '68.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.26'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '23.4'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 117, 30, 35, 38, 215, 218]",True,434077.0,24.57,46.852000000000004,,,,,,,,,,,97.05,,,,3.0,7.0,2.0,5.0,0.00977659,0.01001304,0.0002364500000000009,Chelsea,Man City,40.0,Renato Veiga,Sub,,-3.0742446280051468,0.0,-115.86725561721636,R. Veiga,108.0,Chelsea
1833,1834,784.0,91.0,6.0,15,23.835,44.676,97.0,SecondHalf,BallRecovery,Successful,[],[93],False,373946.0,,,,,,,,,,,,,97.08333333333333,,,,,,,,,,,Chelsea,Man City,29.0,Wesley Fofana,DC,True,0.0,0.0,,W. Fofana,108.0,Chelsea
1834,1835,785.0,91.0,7.0,15,23.835,44.676,97.0,SecondHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '29.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.61'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '57.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 38, 215, 218]",True,373946.0,31.185000000000002,38.760000000000005,,,,,,,,,,,97.1,,,,2.0,5.0,3.0,4.0,0.01001304,0.01132376,0.0013107199999999996,Chelsea,Man City,29.0,Wesley Fofana,DC,True,7.8958039928581485,0.0,-38.830517192339244,W. Fofana,108.0,Chelsea
1835,1836,786.0,91.0,8.0,15,31.290000000000003,38.692,97.0,SecondHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '37.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '70.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.83'}]","[91, 117, 30, 36, 37, 216, 218]",True,395692.0,39.69,47.940000000000005,,,,,,,,,,,97.11666666666667,,,,3.0,4.0,4.0,5.0,0.01132376,0.01269174,0.0013679799999999995,Chelsea,Man City,20.0,Cole Palmer,AMR,True,7.078050527766948,0.0,47.75099042876572,C. Palmer,108.0,Chelsea
1836,1837,786.5,91.0,11.5,15,39.69,47.940000000000005,97.0,SecondHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,391256.0,60.69,56.71200000000001,,,,,,787.0,,,,,97.17500000000001,,,,4.0,5.0,6.0,6.0,0.01269174,0.01611813,0.0034263900000000014,Chelsea,Man City,22.0,Kiernan Dewsbury-Hall,Sub,,0.0,16.989456361593028,22.67099075679076,K. Dewsbury-Hall,108.0,Chelsea
1837,1838,787.0,91.0,15.0,15,60.69,56.71200000000001,97.0,SecondHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.11'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '61.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '94.5'}]","[91, 119, 117, 30, 36, 37, 216, 218]",True,391256.0,64.47,64.26,,,,,,,,,,,97.23333333333333,,,,6.0,6.0,7.0,7.0,0.01611813,0.0174506,0.0013324699999999988,Chelsea,Man City,22.0,Kiernan Dewsbury-Hall,Sub,,-0.7884431593559853,0.0,63.39852430175581,K. Dewsbury-Hall,108.0,Chelsea
1838,1839,788.0,91.0,19.0,15,65.52,62.968,97.0,SecondHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '70.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '60.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.2'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.59'}]","[91, 119, 117, 30, 35, 38, 216, 218]",True,337916.0,63.63,47.87200000000001,,,,,,,,,,,97.3,,,,7.0,7.0,7.0,5.0,0.0174506,0.01935132,0.0019007200000000016,Chelsea,Man City,19.0,Pedro Neto,Sub,,5.333684588286808,0.0,-97.1362271846464,P. Neto,108.0,Chelsea
1839,1840,789.0,91.0,21.0,15,63.525000000000006,47.260000000000005,97.0,SecondHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '59.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.15'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '63.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 119, 117, 30, 36, 38, 216, 218]",True,369430.0,66.57000000000001,40.732,,,,,,,,,,,97.33333333333333,,,,7.0,5.0,7.0,4.0,0.01935132,0.0199707,0.0006193799999999992,Chelsea,Man City,8.0,Enzo Fernandez,AMC,True,4.527933333721407,0.0,-64.99319761392275,E. Fernandez,108.0,Chelsea
1840,1841,790.0,91.0,23.0,15,69.405,37.468,97.0,SecondHalf,Foul,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '822'}, {'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 63]",True,395692.0,,,,,,,,,,,,,97.36666666666667,,,,,,,,,,,Chelsea,Man City,20.0,Cole Palmer,AMR,True,0.0,0.0,,C. Palmer,108.0,Chelsea
1841,1842,822.0,91.0,23.0,167,35.595,30.532,97.0,SecondHalf,Foul,Unsuccessful,"[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '790'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 13, 'displayName': 'Foul'}}]",[64],False,73084.0,,,,,,,,,,,,,97.36666666666667,,,,,,,,,,,Man City,Chelsea,17.0,Kevin De Bruyne,AMC,True,0.0,0.0,,K. D. Bruyne,108.0,Chelsea
1842,1843,791.0,91.0,34.0,15,76.65,41.14,97.0,SecondHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '68.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 5, 'displayName': 'FreekickTaken'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.45'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '33.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.9'}]","[91, 119, 117, 30, 132, 205, 35, 38, 217, 218]",True,395692.0,71.715,22.916000000000004,,,,,,,,,,,97.55,,,,8.0,4.0,8.0,2.0,0.02385149,0.0241224,0.0002709099999999992,Chelsea,Man City,20.0,Cole Palmer,AMR,True,-5.8467050781015,0.0,-105.15211528508271,C. Palmer,108.0,Chelsea
1843,1844,792.0,91.0,36.0,15,72.34500000000001,20.332,97.0,SecondHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '9.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '79.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.40'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,410175.0,83.58,6.732000000000001,,,,,,,,,,,97.58333333333333,,,,8.0,2.0,9.0,0.0,0.0241224,0.02756312,0.0034407200000000013,Chelsea,Man City,25.0,Moises Caicedo,DMC,True,0.7249795740746876,0.0,-50.43978766856921,M. Caicedo,108.0,Chelsea
1844,1845,792.5,91.0,38.5,15,83.58,6.732000000000001,97.0,SecondHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,403850.0,88.83,6.188000000000001,,,,,,793.0,,,,,97.625,,,,9.0,0.0,10.0,0.0,0.02756312,0.03485072,0.007287600000000002,Chelsea,Man City,27.0,Malo Gusto,DR,True,0.0,2.504019643290924,-5.915821844805743,M. Gusto,108.0,Chelsea
1845,1846,793.0,91.0,41.0,15,88.83,6.188000000000001,97.0,SecondHalf,Pass,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 2, 'displayName': 'Cross'}}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.36'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '823'}, {'type': {'value': 20, 'displayName': 'RightFoot'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '12.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '85.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '2.5'}]","[91, 137, 126, 36, 37, 217, 218]",True,403850.0,89.355,8.636000000000001,,,,,,,,,,,97.66666666666667,,,,,,,,,,,Chelsea,Man City,27.0,Malo Gusto,DR,True,2.3700647926379617,0.0,77.89565286876098,M. Gusto,108.0,Chelsea
1846,1847,823.0,91.0,41.0,167,13.65,60.044000000000004,97.0,SecondHalf,Clearance,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '793'}, {'type': {'value': 185, 'displayName': 'BlockedCross'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 59]",True,402664.0,,,,,,,,,,,,,97.66666666666667,,,,,,,,,,,Man City,Chelsea,24.0,Josko Gvardiol,DC,True,0.0,0.0,,J. Gvardiol,108.0,Chelsea
1847,1848,795.0,91.0,46.0,15,84.21000000000001,0.0,97.0,SecondHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '11.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.70'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '63.1'}]","[91, 212, 35, 37, 216]",True,403850.0,66.25500000000001,7.82,,,,,,,,,,,97.75,,,,9.0,0.0,7.0,0.0,0.02756312,0.0174506,-0.01011252,Chelsea,Man City,27.0,Malo Gusto,DR,True,-6.908217220479543,0.0,156.46527195643094,M. Gusto,108.0,Chelsea
1848,1849,795.5,91.0,47.5,15,66.25500000000001,7.82,97.0,SecondHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,410175.0,69.09,9.452000000000002,,,,,,796.0,,,,,97.775,,,,7.0,0.0,7.0,1.0,0.0174506,0.01870347,0.0012528699999999997,Chelsea,Man City,25.0,Moises Caicedo,DMC,True,0.0,3.2620983249377247,29.927372071758562,M. Caicedo,108.0,Chelsea
1849,1850,796.0,91.0,49.0,15,69.09,9.452000000000002,97.0,SecondHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.68'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '19.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '70.0'}, {'type': {'value': 210, 'displayName': 'ShotAssist'}, 'value': '13'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.7'}, {'type': {'value': 11113, 'displayName': 'KeyPass'}}]","[91, 119, 117, 30, 123, 205, 40, 46, 36, 37, 217, 218]",True,410175.0,73.5,12.988000000000001,,,,,,,,,,,97.8,,,,7.0,1.0,8.0,1.0,0.01870347,0.02401521,0.005311739999999999,Chelsea,Man City,25.0,Moises Caicedo,DMC,True,5.63370218969191,0.0,38.72312897706814,M. Caicedo,108.0,Chelsea
1850,1851,796.5,91.0,50.0,15,73.5,12.988000000000001,97.0,SecondHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '1'}",[],True,395692.0,82.635,24.344,,,,,,798.0,,,,,97.81666666666666,,,,8.0,1.0,9.0,2.0,0.02401521,0.02855202,0.004536810000000002,Chelsea,Man City,20.0,Cole Palmer,AMR,True,0.0,13.504495355874791,51.18608538094618,C. Palmer,108.0,Chelsea
1851,1852,797.0,91.0,51.0,15,73.815,20.944000000000003,97.0,SecondHalf,TakeOn,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '825'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 54]",True,395692.0,,,,,,,,,,,,,97.83333333333333,,,,,,,,,,,Chelsea,Man City,20.0,Cole Palmer,AMR,True,0.0,0.0,,C. Palmer,108.0,Chelsea
1852,1853,825.0,91.0,51.0,167,31.185000000000002,47.056000000000004,97.0,SecondHalf,Challenge,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '797'}]",[55],False,93894.0,,,,,,,,,,,,,97.83333333333333,,,,,,,,,,,Man City,Chelsea,8.0,Mateo Kovacic,DMC,True,0.0,0.0,,M. Kovacic,109.0,Man City
1853,1854,798.0,91.0,53.0,15,82.635,24.344,97.0,SecondHalf,MissedShots,Successful,"[{'type': {'value': 102, 'displayName': 'GoalMouthY'}, 'value': '41.8'}, {'type': {'value': 22, 'displayName': 'RegularPlay'}}, {'type': {'value': 29, 'displayName': 'Assisted'}}, {'type': {'value': 215, 'displayName': 'IndividualPlay'}}, {'type': {'value': 103, 'displayName': 'GoalMouthZ'}, 'value': '4.2'}, {'type': {'value': 55, 'displayName': 'RelatedEventId'}, 'value': '796'}, {'type': {'value': 18, 'displayName': 'OutOfBoxCentre'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 72, 'displayName': 'LeftFoot'}}]","[91, 7, 10, 89, 2, 3, 13]",True,395692.0,,,,,4.2,28.424,True,796.0,410175.0,,,,97.86666666666667,,,,,,,,,,,Chelsea,Man City,20.0,Cole Palmer,AMR,True,0.0,0.0,,C. Palmer,109.0,Man City
1854,1855,827.0,92.0,25.0,167,5.1450000000000005,37.672000000000004,98.0,SecondHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '64.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.29'}, {'type': {'value': 124, 'displayName': 'GoalKick'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '82.6'}, {'type': {'value': 74, 'displayName': 'MissHigh'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '63.3'}]","[91, 119, 117, 127, 36, 37, 216, 218]",True,121774.0,66.465,56.168,,,,,,,,,,,98.4,,,,0.0,4.0,7.0,6.0,0.00941056,0.01870347,0.00929291,Man City,Chelsea,31.0,Ederson,GK,True,55.466149827633146,0.0,16.784928045877045,Ederson,109.0,Man City
1855,1856,828.0,92.0,29.0,167,66.465,56.168,98.0,SecondHalf,Pass,Successful,"[{'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '80.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '86.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.14'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.7'}]","[91, 119, 117, 30, 139, 205, 36, 37, 217, 218]",True,315227.0,84.0,58.684000000000005,,,,,,,,,,,98.46666666666667,,,,7.0,6.0,9.0,7.0,0.01870347,0.02756312,0.00885965,Man City,Chelsea,9.0,Erling Haaland,FW,True,12.048013140413673,0.0,8.16532300916279,E. Haaland,109.0,Man City
1856,1857,876.0,92.0,33.0,167,84.105,60.31600000000001,98.0,SecondHalf,TakeOn,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 53]",True,388098.0,,,,,,,,,,,,,98.53333333333333,,,,,,,,,,,Man City,Chelsea,11.0,Jeremy Doku,AMR,True,0.0,0.0,,J. Doku,109.0,Man City
